gen,ID_2019_4,OR_2018_3,OR_2019_4,OR_2020_4,WA_2018_3,WA_2019_5,WA_2020_5
1,3.94513815007161,4.77091181106343,7.49476709360036,4.0664062066738,3.21486822486215,5.20081571907922,2.0495295362809
2,4.23524351967323,3.94563838858944,7.49476709359896,5.08593745667539,3.55933681098597,3.6582254466339,2.09662003202773
3,3.18418241891152,3.81513059777466,8.07173191126813,3.68408172581109,3.75628505184008,3.70698573448461,4.16868180242659
4,2.39528305061852,2.60256169714998,1.21367279235343,1.72714849844326,2.5133877802183,1.66393388311317,1.95983930379761
5,3.83420114731007,3.51927794680201,7.44928126822981,4.06640624422338,2.19337337089182,2.59664781974377,2.61666171259814
6,3.16606807897824,3.08508535902319,7.27898202952034,2.85571285921448,3.29586033944338,2.0181129340097,1.84703325053963
7,3.27552425742801,1.24428209439069,-0.173236513240875,0.347949214561935,2.33260256035218,4.69624962121744,1.88763910110802
8,2.56269034362845,0.0311432406767817,0.2201137368013,0.859130804136262,2.38646618266146,0.321677702577723,NA
9,2.66796034085486,0.321719805933997,0.484363815738562,0.0999999566753912,2.00333046830895,0.425240371439061,1.53622210571018
10,2.59765847638722,3.05881362375602,1.46086493226634,2.21850580413627,2.05681646917422,2.06788800684837,3.12323462119456
11,2.75069447453506,1.21074142122498,0.484363815738562,0.667968706675391,1.97597772950364,2.50064839947717,1.44204105982182
12,2.50884715052031,0.416597638370249,-0.0441356320080305,0.0999999566753908,1.55653479314999,0.835014832549477,NA
13,2.96136461338554,1.15130159212769,0.883900469661117,2.40966809222551,2.13161680569687,1.20059304640679,1.60688246889667
14,3.08372206817147,1.91710691059778,4.03297605720012,2.02734370667538,2.92595705335618,2.90359827017659,2.06083661272887
15,2.73259601723822,1.69409820785546,3.17754688011052,3.6869140789634,2.44014145447335,2.12286750921131,2.46098906767047
16,2.29082438910238,0.175175212822709,0.220113736801293,0.859130804136246,1.88195571379007,2.77990593620621,NA
17,3.04828739282825,2.16034982721652,2.02361536293315,2.3671875196405,2.22862273150383,1.43983146710985,NA
18,4.52071756028567,1.35101951229365,4.98187354824435,2.25879793297575,1.99247175073384,2.50064839947716,NA
19,1.641463004434,3.03202006170359,1.19661591852097,1.68749995667538,3.27402351097783,5.39965865930964,3.74052510971456
20,2.89155385971458,4.49029624112987,2.38772277140963,2.84786045839286,2.10616754651365,1.65659232216666,1.77168445674802
21,3.12499199796337,2.84141242819333,1.55779496198359,3.04687467073287,2.14758735061757,1.34053503228016,2.12958638289781
22,3.9722784406483,2.683536741914,1.57777863854845,2.82237217873141,2.07970378231789,2.81188677959832,2.78888279067842
23,2.64683522699047,2.61483918334673,1.44665097134074,2.68720702388484,2.90881794407808,2.79092970748977,1.45617494101534
24,2.89379991548812,1.52443803197776,0.484363460674586,0.859130994764617,2.31513688875162,2.35588749410469,1.6869195573061
25,5.38565346776645,5.47737387978117,5.01958599838243,2.70703092073287,6.65402268408136,8.06956575320851,7.34001566298885
26,3.84928290834964,4.36180397731339,4.60994122993326,2.36718745667539,1.79504100916046,3.10292973604435,4.35235536840709
27,2.4932567405426,0.664206519481834,-0.750065728948973,0.667968420732866,1.88268170019507,1.8733527878722,NA
28,2.16321386584192,0.385718637838264,0.220113026673359,0.100000147303699,1.38690845478656,0.518362751597269,NA
29,3.30668359831099,0.378874271641407,0.220113026673356,0.100000147303728,1.87981358834706,2.330928777949,0.764645371674819
30,2.80077714725366,2.67858614872484,2.03935155787568,1.57911043297575,1.76366675938318,2.34710134194549,NA
31,2.75607287266524,0.795306541391934,0.57118466573731,0.859130994764629,2.06043587037361,1.51183179641166,NA
32,3.0525169223574,2.64023323007985,1.50933030218892,2.51586910921449,3.9366440117345,4.71523834511171,4.93362926165038
33,2.68674958343792,0.0366207489067318,0.220113736801296,0.859130804136263,1.44011649711371,2.0413525471744,0.669740424034648
34,5.50014095760078,4.00617645225356,6.07658631413145,5.27709955413627,5.82358177631187,6.46823947320373,7.88684689711543
35,3.16385999571468,2.28987496601398,1.72511536626755,2.36718745667538,2.793849017456,7.42250589552942,6.09004612122967
36,3.12817899990297,2.13123840557743,0.619650745787831,1.68749995667538,2.09906898446507,2.18611307292941,2.1908205097537
37,2.78025756861723,0.69622651929269,0.0426852179907278,1.30517623832444,2.07778366900606,1.97264918376675,0.245916076411199
38,2.76014997661509,0.383696262215445,0.883899404469222,2.3671876473037,1.76520650112782,1.54989158896261,NA
39,2.57672938348064,0.371461337884433,0.220113026673357,0.100000147303712,1.69018906627704,1.19729650879902,1.53622210571019
40,2.43108688467627,1.09751084389787,-0.836886934011696,2.02734342073288,2.50800258573026,2.56060981333093,2.07618543429447
41,3.21736133546229,2.59197575171586,2.0378297499355,3.38671889730371,2.18667834659494,2.45188729398877,2.45654801936457
42,2.53925395013082,0.219462272587036,0.484363815738538,0.0999999566753869,1.51671424524757,-0.175566568680975,1.27560134362963
43,2.31968103196218,0.156436832815915,0.484363815738563,0.667968706675382,2.75773765004567,1.8733524082547,1.52680586407252
44,2.41280032963581,3.78946288299001,4.92265667879311,4.44873059222549,3.64292407089524,3.12946519571832,3.28334831442816
45,2.67515330541863,2.19482018900095,0.932365129455788,2.51586910921448,2.24920379456735,1.43907121060721,NA
46,2.75424416336787,-1.4983406569687,0.220113381737324,0.29116205413626,1.50459019276539,0.850668804523976,2.29643432613094
47,3.21168623508226,3.34716038401222,2.61479598786055,2.7495118422255,2.22174112242466,1.9446470271622,1.48508985930549
48,2.72932938975651,2.12565641531504,2.61479527773261,2.21850580413626,1.36747504213854,2.52237312540258,NA
49,2.93357221970362,2.20487672647855,0.88390046966112,3.0893555922255,2.43418624990864,2.4021122211501,1.72930214981387
50,3.04371664630362,2.21062556621128,1.46086457720236,2.36718764730372,1.67996481092113,3.14763046553788,2.35771011320173
51,2.73123720562596,2.93913212440224,-0.173100556215837,2.7070309207329,2.42107711819355,1.59463575146871,NA
52,2.6069424771225,-0.0762085519525075,0.22011373680129,0.291162054136246,1.97338728371548,1.43907083098973,2.32737433024038
53,3.00249174834177,2.95047921727311,5.18690640266626,2.36718745667401,1.15169112141236,2.61172288381288,2.48267510782268
54,4.78722873951907,4.14228864761675,8.12019763625469,4.36376998832444,3.47312120181888,4.96157733731204,2.80300745230729
55,2.90331217555328,5.34489387169019,7.21630230810178,4.38642577388484,2.47443574384013,4.46877873668112,2.4401906311072
56,3.58338130896377,4.96634987319709,8.5568662904365,5.9715909033143,NA,3.30463595322752,NA
57,3.20608017714948,0.415295571294658,-0.0441356320080327,0.66796870667539,1.88369476872876,2.7398867812456,NA
58,2.7572394599295,3.80807718471137,0.0426855730546937,2.02734370667539,1.96383444556528,1.73011344675339,1.84232507532588
59,2.91238553818758,1.29650386316225,0.403864616517303,2.70703092073286,2.93415819298445,3.35675359055567,2.91037152333209
60,4.52267138483857,3.46752333694567,4.60994087486929,2.66455047581109,3.64837584861747,3.51346492087891,2.49690426511171
61,4.46010064297233,6.35605304204785,5.23537212765296,4.06640620667538,6.31289241540466,6.91343500932312,6.23132719520042
62,2.47111565627059,3.53898835119258,3.19176009540178,2.70703139730372,2.17016933539698,2.30712720625397,NA
63,2.46152529155416,2.52281382403745,0.883900469661112,3.08935559222551,1.95114861649265,2.13912740801664,2.171968689832
64,2.95378766805987,3.85017005219237,4.92265632372914,3.57788080413627,2.86818542467207,2.93492997674216,2.16255267937297
65,4.52473005873783,3.39748125030419,4.44262082564929,4.74609342073287,2.30498409890629,2.82906340114319,2.99779786639496
66,4.20759989739669,6.52496374361618,8.69716316405181,4.74609370667539,2.32428654604434,4.50228148500928,3.23155951577196
67,3.34041685396246,5.10519004538142,4.92265667879311,3.76904309222551,3.12028541026252,4.8179465562214,2.18832430602826
68,2.1345888522778,1.67901843557967,0.30693494186403,1.53881830413628,1.98194249208512,4.09170185894074,3.49542055819506
69,3.76594507716858,3.87710154406012,8.07173191126813,4.70361297581109,2.41091446973591,4.28881759584664,2.96784886138219
70,3.14583250140826,3.0876408002009,7.49476673853498,4.2575684947646,3.90666259198242,5.54061944033202,2.40272321922332
71,3.09590451443093,2.13238385387103,0.883899404469217,2.36718764730372,2.26631142826065,1.9693522081388,2.29643432613099
72,2.26513560280234,1.64678336910508,6.38930247311924,2.70703120667539,2.04691377917684,2.01811331362719,NA
73,4.24426322328364,3.96397125177465,7.80748218739485,4.25756830413624,1.67937089721394,4.30774554573325,2.86893963729526
74,3.24805328558635,-0.602806184588684,0.220113381737324,0.291162054136264,2.04181279095254,1.7285922621172,3.28334853200803
75,2.70265479566801,0.274473082873618,0.220113026673358,0.100000147303724,1.69307245026349,0.918418238038756,NA
76,3.13462629639685,1.48771106060028,0.484363460674574,1.30517547581111,2.97281804951074,2.14272105614464,4.75770265401607
77,1.95943872420855,2.13817867581175,1.19661556345701,1.98486373832444,3.10752316641875,1.49011409791678,0.966427695962388
78,2.73008209792037,-0.567533829571401,-0.639194042926581,2.70703120609772,2.68132238369099,1.72859188249972,3.68834072272584
79,2.7841968474615,1.02449880587474,-0.0441359870719944,0.965332488324448,1.89566637950025,1.53507063087383,3.41723017876607
80,2.52718268188943,2.62958549285728,4.39415616585463,2.51586910921448,2.23866503417016,4.71980219748366,3.57734387199965
81,2.60134982041437,3.1455165522686,1.46086493226633,2.89819330413627,1.61374863213451,2.45188773200896,NA
82,3.34103718035505,2.66171164753727,2.61479492266864,2.02734389730372,3.03889531901479,3.28350790659389,1.80252655423922
83,3.83970413561729,2.21646546503138,2.08629547492206,2.51586910921449,2.07919310546956,3.03092983502893,NA
84,3.06578973483862,2.66494974007271,2.92751108165643,3.00439498832444,4.06000304256803,3.0342263726367,1.68693931551352
85,2.49611288315804,0.0757274543910498,0.220114091865263,0.710449342225508,2.18003024132825,2.83402571157374,2.11662723412035
86,2.78952101584894,1.02098071109049,3.19176080552972,0.859130804136245,1.90793734950247,2.42864845952661,1.77168445674802
87,4.23187229372318,2.74996546155332,5.76387122033556,3.68408172581109,2.36005975385993,1.72935251861983,2.41685710041688
88,3.12810077501527,1.14391447450202,0.484363460674574,1.30517547581109,2.3748055802686,2.73988678124509,1.80935899643064
89,3.09476286977884,3.09552750703815,4.97112133858777,2.51586910921449,3.428759683711,4.01822449422326,3.18916702376243
90,2.21199273772195,-0.490459516292504,0.220113381737317,2.89819330413627,2.16382437611884,0.667014693629764,4.40885234227698
91,4.06342859475556,3.06456067070039,4.09849904658951,4.06640624422339,3.42975926648504,4.39424313956084,4.87817506588219
92,6.18427500425451,4.92847984970608,7.32744668931498,6.78515592073286,3.00656849942585,4.42875958172,1.88941584304745
93,3.37675506227767,1.73864865487056,0.932365129455789,2.17602535921448,2.02279384918102,2.64693010986835,1.36198399562515
94,2.90216589106134,3.12716997820008,1.51131250998786,2.70909086518862,2.09792984884573,3.24616835686331,4.71024710948148
95,3.90194916203971,2.41670506802632,1.46086493226633,3.23803705413627,1.89317209892983,2.59664781974377,3.57734387199966
96,2.89059823938145,2.85704769529001,2.03783046006344,4.25756830413626,2.07391275486961,3.80146397011503,2.04952953628104
97,3.05793508909479,0.0201171302443063,0.51230992144453,-0.033877846685705,1.79610195090114,2.13912740801664,NA
98,4.26113796852691,4.72784186412346,5.76387122033557,3.68408172581109,4.46165295636407,6.02467571081816,3.8437462407457
99,2.47108622786064,-0.178585892843241,-0.836886934011705,0.667968420732899,3.46322521600683,5.73476321933635,3.14900646542977
100,2.15068213127959,0.435369821651379,0.220114091865255,3.7690430922255,3.44992258660113,2.18459116799336,NA
101,3.04857008630981,3.21965632949416,1.72511501120358,2.32470672581109,2.48975853369905,4.86304115898461,2.60992746259846
102,4.22002534529003,4.13536525700327,6.65355219699253,3.76904309222551,4.04992176090217,3.49756720934308,2.28006669026478
103,3.60605189881045,2.61902416106773,3.24022582038835,2.85571285921448,3.35719492089784,4.96233759381466,2.73708448688405
104,5.35942428861277,4.76174165493491,4.65840659985586,4.02392623832444,4.93793460811525,4.36307049411824,5.31612235258959
105,NA,3.46908943796393,2.9275114367204,3.38671870667539,2.99667690472058,3.97490950160057,3.00198391074632
106,2.50008338911416,2.66838986737353,3.81719099312149,3.87524410921448,3.15716692437123,4.96233759381466,3.21742556658481
107,5.17414137073836,3.52918006829248,6.12505168405405,3.87524410921448,5.51484646149691,5.98418196965503,6.5208582396353
108,3.66786995498166,3.60615024006081,5.49962185152625,4.44873059222549,2.25419352960518,4.88346959993388,2.38831980639805
109,3.75974777503342,2.39484965663825,1.72511501120358,2.66455047581111,3.39568997715746,2.11411317191398,1.85644949217736
110,5.93379941836074,5.89260175550491,7.46063207167316,6.37373940753417,5.75907362971394,7.35050633519636,5.05401516803652
111,2.83438301794892,2.75609169446044,2.87904535666987,1.53881849476462,3.9898475220052,1.48806591796439,2.274834769031
112,3.03017984190847,0.874209791709395,0.827725085706462,1.51397373805431,2.0073323074397,1.4405923952434,1.68221138209231
113,3.77662797251244,3.63097958532913,2.35054590892329,3.68408248832444,2.10401444674654,2.1540870842152,3.33717333214924
114,2.82047106273597,3.76579148836186,4.92265632372914,3.23803705413626,2.59067866423019,3.00408431337989,1.88008314225662
115,2.75947533104803,3.23021282941489,2.0378308151274,3.76904309222551,1.89136670988745,3.10140783110831,1.9082574778937
116,3.04833172887006,1.69615848510294,1.1026639775949,0.0279296467748139,2.72947834492648,1.82788865801176,0.598166201525088
117,3.53584809572952,3.12642655418782,2.30208018393672,2.55834974476463,2.02855410538922,2.88616887125376,3.41723017876607
118,3.02713818003769,2.78030360210759,4.08144178218668,4.06640620667538,1.86959150363921,3.8029855343687,2.45654801936457
119,3.71491068762116,3.00916498991234,2.0378297499355,3.04687514730371,2.54349842392433,3.29594377038434,2.59110474283762
120,3.77000934187062,2.09273272818302,2.03783046006344,4.25756830413626,2.2583385086739,3.2461683568633,1.50797324480968
121,3.34795428318457,2.60859861855064,2.71172530744986,2.70703092073287,3.76168762672555,4.28881759584664,2.16728039521427
122,3.63823242973837,3.05544564146625,2.0378297499355,4.06640639730372,2.88891103108871,2.57340898528162,1.85174130336482
123,3.65757881872319,2.87140821242863,1.46086493226632,2.89819330413627,4.1908146093884,4.28411477370255,1.9196002592669
124,2.92559711305739,0.472049114687418,0.484363815738548,0.667968706675382,2.52522518946845,1.29507094135485,2.41685710041688
125,2.60678495957356,0.0126303892118239,-0.359715339048418,-0.0593661263471561,2.27497508805723,-0.351380056313039,2.61198070976341
126,2.14196308294003,0.544889679836658,0.220114091865255,0.482324342225513,2.03481189231751,2.11740970952175,2.24733724183111
127,2.71585946882065,1.73001268249476,1.50933030218893,2.1760253592145,2.68825562056531,1.43983146710983,2.41685710041685
128,3.0785815414973,2.59389390145389,0.306934941864022,1.87866205413628,1.69902585271623,2.98394374182976,2.49691394703368
129,3.37326342238633,3.2102930018103,1.14814983847044,1.98486297581109,2.39024718136099,1.8733527878722,NA
130,2.81939231552704,1.83971598582382,2.30208053900069,3.04687495667538,2.5801618038592,2.98394374182976,NA
131,3.0620420538065,3.65639149421443,7.23051736972567,4.10888684222551,1.40764705014535,3.87346396846827,3.10911017714564
132,2.437569998752,1.56337113325887,0.48436346067458,1.53881849476462,2.30422224695085,1.02929671056168,1.85174130336482
133,3.00134017354296,0.590021151897935,1.196615563457,1.98486373832444,2.90346406670107,2.70677974300015,3.2745109897892
134,3.55070820230157,4.44736546687192,2.0378297499355,2.36718764730372,2.55652939248492,2.5285756431366,2.65680475356645
135,2.15996959296416,1.67681757949335,0.619650745787836,2.02734370667539,2.25416099483408,1.29431068485223,1.36198421320503
136,2.53394437828463,0.361453623126702,0.484363815738545,0.0999999566753962,1.50485086577122,1.26777450487841,1.42791639819295
137,2.06604848541704,1.22101293806061,0.306934231736077,1.68750014730372,1.98523407211614,0.813296783638438,1.68221138209231
138,3.02993215160793,0.786963558712545,1.1026639775949,2.68720704930195,2.31841909451883,1.85937835008611,NA
139,3.19450097612157,3.18238219580666,1.77358073619015,2.32470748832444,2.88074368177899,1.34535357216178,0.886370849345645
140,2.80244352077524,2.02416317002154,1.14814983847044,0.965331725811095,2.54410812288223,0.956535745139754,2.88777225655793
141,3.3401637256193,4.38213352161878,9.27412833678494,7.46484370667537,2.50051884202678,2.21264853260336,1.92238192194267
142,2.92945871806639,0.453289109682993,0.484363460674581,0.291162244764631,NA,0.568478894920195,NA
143,3.05038985811375,1.74655805881809,1.72511501120358,2.21850599476462,2.14397245001009,3.35436685031884,3.74429534016903
144,2.57754806702305,4.20167355905168,2.92751108165643,4.36376998832445,1.9683789765219,2.4239058370249,NA
145,4.2606220665309,3.94907319563217,2.6147952777326,2.89819330413626,3.15596520445176,4.35752095925429,3.47173005562234
146,4.2016441347509,4.06252752669929,6.4264789805416,4.01748930586572,5.22659928488404,4.96157695769456,6.41027350769684
147,4.06173208927744,2.67328847269589,5.54808651132091,3.87524410921448,4.08263326345873,3.03092983502893,2.97724534481244
148,3.09962746532305,2.15688799492887,2.08629547492206,2.51586910921448,2.13817271239612,5.31021568462541,3.0464496890357
149,3.86716425342898,2.10919564720927,2.30208018393673,2.55834974476461,2.13733586044647,3.24616835686331,3.34928071699597
150,3.71510361066636,2.37865735648996,3.456010529403,3.68408172581108,2.33564549924963,2.32194772632258,4.56875074869828
151,3.70723050801002,3.99822757067567,5.18690604760242,4.25756849476461,2.45743187282293,3.66486057118549,4.24743819219568
152,2.81152943477919,0.398515705264541,0.484363460674581,0.859130994764629,2.531431564878,2.89521733264508,2.40181676822329
153,2.88921768878574,1.10874323942105,2.13476013471672,4.06640592073288,2.84865351555806,3.83014897584558,3.08204075736312
154,3.02163446303379,2.0935357865481,2.61479492266864,4.40625014730372,2.69730261167431,4.43028114597367,3.09700279229889
155,5.07954873043858,4.19802884911834,6.34083639306871,3.68408172581108,2.49092652628727,5.32385897462648,3.29276454246708
156,3.6726414387084,4.83119248139286,5.76387122033557,3.68408172581109,5.2285873741715,7.07716871087247,6.51566862721639
157,4.20815620703635,3.97841325604695,3.81719099312149,3.87524410921448,2.91027744452231,4.28552105823886,3.53764327113001
158,3.58047245036388,2.5590822172139,4.65840695491981,4.06640620667537,4.82914125035188,6.45743572382948,5.68976188814564
159,3.40314988519602,2.98077290821536,3.19176045046575,4.25756830413626,4.07131318924845,4.28881759584664,4.4088721004845
160,4.75154955679599,3.43257375316349,7.23051665959774,4.25756830413626,4.27102490389177,5.97439385871378,4.49832543053149
161,3.49432527408639,2.32780581730091,3.50447625438956,2.32470748832445,2.87080419215025,4.0455209306997,3.85788033951914
162,4.58941380881718,3.95582802195612,5.23537212765296,4.06640620667539,4.43174507071413,5.39692882093977,4.33173062543667
163,3.3592437853184,0.93318306866525,2.87904571173384,4.06640620667538,2.51488428942568,2.93492997674214,4.72437177111032
164,3.00304340977094,1.56703765129078,1.4608652873303,1.87866205413627,3.02662424366243,3.51676145848667,2.24733724183101
165,4.81765611703941,3.02090908124265,6.34083639306871,3.91772474476461,1.43621606056254,5.76556489106239,3.139064647553
166,7.11123720050353,5.94106592448442,5.18690604760242,4.25756849476462,5.67279963995937,9.15760342305027,3.97089385508392
167,3.38715758198408,3.79763998800701,4.92265596866517,4.59741205413628,4.3862143690586,2.52857564313661,3.61748691296796
168,5.89811392165296,5.37952419361673,6.34083639306871,4.25756849476462,4.83693852549741,7.5185061334337,4.4182685839147
169,4.64859072132759,2.78543421787471,4.65840695491982,3.04687495667538,2.08769867809005,2.98470466996332,2.88306408134418
170,3.35518397995138,3.46872550150005,4.92265632372914,4.25756830413626,4.06007313176388,4.04628185883327,4.40414416706324
171,3.02348802442627,2.95336813806936,4.92265561360121,2.70703139730372,2.17982461418563,2.59664781974377,3.73745756523325
172,3.39348017939044,2.66684346481696,2.08629547492207,2.85571285921448,4.17620032612787,2.64616918173477,2.65702764026722
173,4.4814199515501,1.13660498322236,3.86565565291614,3.38671842073287,2.50628624230047,3.49022564839656,2.25202553644879
174,2.73932132010598,4.27961483097681,2.87904535666987,4.25756849476462,2.88275768604474,3.41822531909474,3.37753925981839
175,3.4886956433603,2.63999288987323,3.24022582038834,2.17602535921449,3.41949000556067,3.34546512264157,2.17196868983198
176,2.80740522307595,2.42211287279615,2.61479527773261,2.89819330413627,2.26967824078763,5.05757675757864,4.37791233816757
177,3.446243013962,3.40252626357562,3.50447625438957,3.00439498832444,5.36612261606561,3.51633113795325,2.41844897465645
178,3.8991840495321,1.72055899023608,3.86565565291614,4.06640592073287,3.80081504254492,5.63509729634494,3.33043908214969
179,2.68579635579356,1.94150738268091,2.13476013471672,4.06640592073287,2.55017005572439,4.30774554573325,4.79030395609816
180,3.50195652900028,3.9499465925538,5.18690640266639,4.0664062066754,2.53096349221836,2.64693010986834,2.56283669487703
181,3.66064632231281,3.21238989050113,4.44262082564928,4.06640592073287,3.9251482486481,7.1406995672711,3.15584692285952
182,3.42053925259144,3.80641360437577,4.92265667879311,4.4487305922255,2.07508315214557,3.87498587340432,2.67116158945445
183,3.2921048199909,3.37265691652161,4.65840659985585,4.36376998832444,3.33265102393441,4.57504167172866,NA
184,3.71245087133575,4.53338896939885,4.08144178218667,3.38671870667538,3.8958432038352,3.73653120228783,3.14780303629196
185,4.06703589081411,2.75885551975639,3.45601052940301,3.68408172581109,3.68691504565169,5.41909814812423,4.59252590825743
186,4.08798851594625,3.35411286782116,5.18690604760242,2.89819349476462,4.14250260121843,2.95816921028936,4.27229852179025
187,3.62372831897496,3.33325719541749,6.38930211805528,4.36376998832444,3.97753126551021,5.32385897462648,4.09333300863499
188,4.70642890910145,3.84986596313912,4.60994087486929,3.68408172581109,3.82699888140817,7.65862132736827,4.27302604672491
189,2.42196836516444,4.02745060647189,5.23537177258899,3.00439498832444,4.61628287727646,5.56385867387923,3.87201428870629
190,4.54932809820248,4.06605188119104,6.07658631413145,4.93725580413627,2.13211815794062,4.47851221662256,3.81511048881474
191,3.32394455513066,1.96203985068694,5.49962185152625,3.08935559222549,2.40360875748305,3.17898689839169,4.24875840725091
192,4.1513333139133,3.97018315866968,4.92265596866517,4.25756830413627,3.76658899895969,5.8891980155335,5.08764796511966
193,4.39182815044726,3.83769468187798,5.59655117111557,4.40624967073287,4.05933772731978,7.42402745978309,4.72437155353042
194,2.42922147732618,4.41323270469859,6.07658666919542,3.57788080413628,3.88411064373527,4.48756796081488,2.25727327087174
195,3.23488197736121,3.03994208616613,2.92751108165643,3.68408248832444,3.48624430378279,4.47904187184457,5.92993242799601
196,3.64395858508294,3.96534086670651,5.49962149646228,3.57788080413628,2.95260418503873,5.26480971985746,5.25718873383984
197,4.16746527319663,4.52384863183057,6.07658702425938,4.78857434222549,4.00081848913693,5.41909814812423,4.67258275487422
198,4.78385222820707,3.35265101131105,6.34083674813267,3.38671870667539,2.82366710642481,4.23574554738001,2.85009800244896
201,2.77959479761147,2.15476631269106,2.17997361995903,2.70703125000001,2.28556106376172,3.11250970378714,2.21341542925267
202,3.78240104333124,2.68957152635276,4.9074453456066,3.91193181818181,2.9320134256865,4.08635324068438,3.31264687374329
